timestamp,image_path,pos_x,pos_y,pos_z,yaw
20250714_182604_418356,go2_dataset_20250714_182558/images/20250714_182604_418356.png,2.717373,1.68265,0.31857,-0.168894
20250714_182604_524904,go2_dataset_20250714_182558/images/20250714_182604_524904.png,2.717837,1.683591,0.318738,-0.205842
20250714_182604_629132,go2_dataset_20250714_182558/images/20250714_182604_629132.png,2.71839,1.685587,0.32064,-0.261512
20250714_182604_736099,go2_dataset_20250714_182558/images/20250714_182604_736099.png,2.715269,1.684968,0.310489,-0.657318
20250714_182604_841103,go2_dataset_20250714_182558/images/20250714_182604_841103.png,2.714881,1.684201,0.313677,-0.753051
20250714_182604_945255,go2_dataset_20250714_182558/images/20250714_182604_945255.png,2.712691,1.683861,0.316418,-1.09031
20250714_182605_049440,go2_dataset_20250714_182558/images/20250714_182605_049440.png,2.711887,1.683439,0.312914,-1.250334
20250714_182605_153702,go2_dataset_20250714_182558/images/20250714_182605_153702.png,2.712078,1.685211,0.310128,-1.313531
20250714_182605_260259,go2_dataset_20250714_182558/images/20250714_182605_260259.png,2.71311,1.682927,0.312718,-1.316197
20250714_182605_370299,go2_dataset_20250714_182558/images/20250714_182605_370299.png,2.715375,1.670511,0.312803,-1.308887
20250714_182605_476739,go2_dataset_20250714_182558/images/20250714_182605_476739.png,2.714828,1.642711,0.313715,-1.307221
20250714_182605_583080,go2_dataset_20250714_182558/images/20250714_182605_583080.png,2.719523,1.607797,0.309349,-1.310478
20250714_182605_689389,go2_dataset_20250714_182558/images/20250714_182605_689389.png,2.736791,1.530762,0.302965,-1.294273
20250714_182605_795727,go2_dataset_20250714_182558/images/20250714_182605_795727.png,2.753096,1.471559,0.299738,-1.288585
20250714_182605_902139,go2_dataset_20250714_182558/images/20250714_182605_902139.png,2.775223,1.404173,0.294364,-1.296868
20250714_182606_008332,go2_dataset_20250714_182558/images/20250714_182606_008332.png,2.803623,1.323273,0.297381,-1.312798
20250714_182606_115035,go2_dataset_20250714_182558/images/20250714_182606_115035.png,2.826293,1.247818,0.290119,-1.332497
20250714_182606_221504,go2_dataset_20250714_182558/images/20250714_182606_221504.png,2.845153,1.167472,0.29982,-1.361258
20250714_182606_327862,go2_dataset_20250714_182558/images/20250714_182606_327862.png,2.859102,1.090684,0.304166,-1.40239
20250714_182606_434493,go2_dataset_20250714_182558/images/20250714_182606_434493.png,2.873202,0.999708,0.303086,-1.426918
20250714_182606_541156,go2_dataset_20250714_182558/images/20250714_182606_541156.png,2.88909,0.872882,0.300755,-1.487242
20250714_182606_647943,go2_dataset_20250714_182558/images/20250714_182606_647943.png,2.892712,0.787158,0.299648,-1.53647
20250714_182606_754444,go2_dataset_20250714_182558/images/20250714_182606_754444.png,2.894687,0.708169,0.309376,-1.604449
20250714_182606_861002,go2_dataset_20250714_182558/images/20250714_182606_861002.png,2.890522,0.626592,0.304316,-1.655754
20250714_182606_967094,go2_dataset_20250714_182558/images/20250714_182606_967094.png,2.882406,0.544758,0.30812,-1.688116
20250714_182607_073225,go2_dataset_20250714_182558/images/20250714_182607_073225.png,2.872181,0.473802,0.304665,-1.693636
20250714_182607_179674,go2_dataset_20250714_182558/images/20250714_182607_179674.png,2.852802,0.417232,0.307504,-1.670608
20250714_182607_285658,go2_dataset_20250714_182558/images/20250714_182607_285658.png,2.836626,0.362779,0.31341,-1.641567
20250714_182607_391746,go2_dataset_20250714_182558/images/20250714_182607_391746.png,2.830571,0.333418,0.315705,-1.62929
20250714_182607_497729,go2_dataset_20250714_182558/images/20250714_182607_497729.png,2.831612,0.308244,0.3175,-1.601302
20250714_182607_604318,go2_dataset_20250714_182558/images/20250714_182607_604318.png,2.836046,0.284912,0.318721,-1.586282
20250714_182607_710660,go2_dataset_20250714_182558/images/20250714_182607_710660.png,2.838518,0.255196,0.318691,-1.57024
20250714_182607_816765,go2_dataset_20250714_182558/images/20250714_182607_816765.png,2.837689,0.219371,0.313746,-1.532627
20250714_182607_923019,go2_dataset_20250714_182558/images/20250714_182607_923019.png,2.83655,0.178619,0.316543,-1.514382
20250714_182608_029672,go2_dataset_20250714_182558/images/20250714_182608_029672.png,2.829198,0.144323,0.314901,-1.510268
20250714_182608_136207,go2_dataset_20250714_182558/images/20250714_182608_136207.png,2.817954,0.086435,0.315125,-1.488355
20250714_182608_242900,go2_dataset_20250714_182558/images/20250714_182608_242900.png,2.816395,0.05794,0.314348,-1.47722
20250714_182608_349297,go2_dataset_20250714_182558/images/20250714_182608_349297.png,2.81658,0.023534,0.315086,-1.468633
20250714_182608_455946,go2_dataset_20250714_182558/images/20250714_182608_455946.png,2.822461,-0.010009,0.31486,-1.443308
20250714_182608_562270,go2_dataset_20250714_182558/images/20250714_182608_562270.png,2.830835,-0.048855,0.3133,-1.389363
20250714_182608_668353,go2_dataset_20250714_182558/images/20250714_182608_668353.png,2.84596,-0.084153,0.31178,-1.304892
20250714_182608_775105,go2_dataset_20250714_182558/images/20250714_182608_775105.png,2.862654,-0.120504,0.306239,-1.212942
20250714_182608_881253,go2_dataset_20250714_182558/images/20250714_182608_881253.png,2.884291,-0.163378,0.310814,-1.189567
20250714_182608_987783,go2_dataset_20250714_182558/images/20250714_182608_987783.png,2.919572,-0.238904,0.301806,-1.177757
20250714_182609_093849,go2_dataset_20250714_182558/images/20250714_182609_093849.png,2.949836,-0.298772,0.306015,-1.154634
20250714_182609_200490,go2_dataset_20250714_182558/images/20250714_182609_200490.png,2.980292,-0.361043,0.301685,-1.150264
20250714_182609_306987,go2_dataset_20250714_182558/images/20250714_182609_306987.png,3.019555,-0.43831,0.301866,-1.166141
20250714_182609_413051,go2_dataset_20250714_182558/images/20250714_182609_413051.png,3.060078,-0.515271,0.300737,-1.1741
20250714_182609_519046,go2_dataset_20250714_182558/images/20250714_182609_519046.png,3.100106,-0.596999,0.292646,-1.15768
20250714_182609_625391,go2_dataset_20250714_182558/images/20250714_182609_625391.png,3.140952,-0.671614,0.304159,-1.128444
20250714_182609_731842,go2_dataset_20250714_182558/images/20250714_182609_731842.png,3.160335,-0.706267,0.305823,-1.124571
20250714_182609_838188,go2_dataset_20250714_182558/images/20250714_182609_838188.png,3.160335,-0.706267,0.305823,-1.124571
20250714_182609_945048,go2_dataset_20250714_182558/images/20250714_182609_945048.png,3.160335,-0.706267,0.305823,-1.124571
20250714_182610_048944,go2_dataset_20250714_182558/images/20250714_182610_048944.png,3.330002,-0.972224,0.306323,-0.981867
20250714_182610_151166,go2_dataset_20250714_182558/images/20250714_182610_151166.png,3.367896,-1.03673,0.305263,-0.960739
20250714_182610_257049,go2_dataset_20250714_182558/images/20250714_182610_257049.png,3.413011,-1.112915,0.304208,-0.960263
20250714_182610_363540,go2_dataset_20250714_182558/images/20250714_182610_363540.png,3.460336,-1.188906,0.307307,-0.937464
20250714_182610_470231,go2_dataset_20250714_182558/images/20250714_182610_470231.png,3.512223,-1.266051,0.292218,-0.859061
20250714_182610_575688,go2_dataset_20250714_182558/images/20250714_182610_575688.png,3.556537,-1.331619,0.30363,-0.73437
20250714_182610_680010,go2_dataset_20250714_182558/images/20250714_182610_680010.png,3.602357,-1.384845,0.305337,-0.610265
20250714_182610_783104,go2_dataset_20250714_182558/images/20250714_182610_783104.png,3.661384,-1.433567,0.307254,-0.506101
20250714_182610_890411,go2_dataset_20250714_182558/images/20250714_182610_890411.png,3.741776,-1.483096,0.30735,-0.376906
20250714_182610_993411,go2_dataset_20250714_182558/images/20250714_182610_993411.png,3.766334,-1.499852,0.30532,-0.349113
20250714_182611_095723,go2_dataset_20250714_182558/images/20250714_182611_095723.png,3.808314,-1.522266,0.314868,-0.314208
20250714_182611_200150,go2_dataset_20250714_182558/images/20250714_182611_200150.png,3.817513,-1.524372,0.315618,-0.310043
20250714_182611_304792,go2_dataset_20250714_182558/images/20250714_182611_304792.png,3.82393,-1.518245,0.316138,-0.320109
20250714_182611_409430,go2_dataset_20250714_182558/images/20250714_182611_409430.png,3.817713,-1.505087,0.313973,-0.333501
20250714_182611_514274,go2_dataset_20250714_182558/images/20250714_182611_514274.png,3.809498,-1.494935,0.314695,-0.329916
20250714_182611_621245,go2_dataset_20250714_182558/images/20250714_182611_621245.png,3.80248,-1.491115,0.314433,-0.321453
20250714_182611_727923,go2_dataset_20250714_182558/images/20250714_182611_727923.png,3.798219,-1.489687,0.317128,-0.320658
20250714_182611_834197,go2_dataset_20250714_182558/images/20250714_182611_834197.png,3.796026,-1.489719,0.316402,-0.318873
20250714_182611_940020,go2_dataset_20250714_182558/images/20250714_182611_940020.png,3.797552,-1.489547,0.316365,-0.317417
20250714_182612_046383,go2_dataset_20250714_182558/images/20250714_182612_046383.png,3.798693,-1.490051,0.316333,-0.31595
20250714_182612_153119,go2_dataset_20250714_182558/images/20250714_182612_153119.png,3.798888,-1.489982,0.31634,-0.316544
20250714_182612_259411,go2_dataset_20250714_182558/images/20250714_182612_259411.png,3.798804,-1.489841,0.316342,-0.316299
20250714_182612_363527,go2_dataset_20250714_182558/images/20250714_182612_363527.png,3.799058,-1.489974,0.316347,-0.316799
20250714_182612_470381,go2_dataset_20250714_182558/images/20250714_182612_470381.png,3.799628,-1.490106,0.31635,-0.316804
20250714_182612_577560,go2_dataset_20250714_182558/images/20250714_182612_577560.png,3.800292,-1.490256,0.316346,-0.316633
20250714_182612_680004,go2_dataset_20250714_182558/images/20250714_182612_680004.png,3.801155,-1.490499,0.316368,-0.316491
20250714_182612_786180,go2_dataset_20250714_182558/images/20250714_182612_786180.png,3.802001,-1.490609,0.316373,-0.316043
20250714_182612_890051,go2_dataset_20250714_182558/images/20250714_182612_890051.png,3.802867,-1.490795,0.316371,-0.316104
20250714_182612_992081,go2_dataset_20250714_182558/images/20250714_182612_992081.png,3.803363,-1.49083,0.316373,-0.315914
