timestamp,image_path,pos_x,pos_y,pos_z,yaw
20250714_182328_315380,go2_dataset_20250714_182313/images/20250714_182328_315380.png,4.340874,-1.392607,0.310431,-0.147788
20250714_182328_419548,go2_dataset_20250714_182313/images/20250714_182328_419548.png,4.333326,-1.396308,0.30846,-0.151729
20250714_182328_525934,go2_dataset_20250714_182313/images/20250714_182328_525934.png,4.32893,-1.396138,0.310821,-0.15271
20250714_182328_632153,go2_dataset_20250714_182313/images/20250714_182328_632153.png,4.330602,-1.396276,0.312716,-0.153284
20250714_182328_734553,go2_dataset_20250714_182313/images/20250714_182328_734553.png,4.329912,-1.395261,0.312882,-0.149436
20250714_182328_841047,go2_dataset_20250714_182313/images/20250714_182328_841047.png,4.328817,-1.393924,0.316273,-0.152855
20250714_182328_944562,go2_dataset_20250714_182313/images/20250714_182328_944562.png,4.328505,-1.394467,0.316041,-0.151072
20250714_182329_048705,go2_dataset_20250714_182313/images/20250714_182329_048705.png,4.328826,-1.394261,0.315956,-0.151393
20250714_182329_152901,go2_dataset_20250714_182313/images/20250714_182329_152901.png,4.329065,-1.394285,0.315957,-0.151066
20250714_182329_257044,go2_dataset_20250714_182313/images/20250714_182329_257044.png,4.329069,-1.39432,0.315949,-0.15121
20250714_182329_361219,go2_dataset_20250714_182313/images/20250714_182329_361219.png,4.329258,-1.39427,0.315956,-0.151196
20250714_182329_465388,go2_dataset_20250714_182313/images/20250714_182329_465388.png,4.329612,-1.394303,0.315955,-0.151646
20250714_182329_572512,go2_dataset_20250714_182313/images/20250714_182329_572512.png,4.330057,-1.394264,0.315949,-0.151755
20250714_182329_677913,go2_dataset_20250714_182313/images/20250714_182329_677913.png,4.330542,-1.394273,0.315957,-0.151894
20250714_182329_782034,go2_dataset_20250714_182313/images/20250714_182329_782034.png,4.331055,-1.394271,0.315958,-0.151887
20250714_182329_888307,go2_dataset_20250714_182313/images/20250714_182329_888307.png,4.331952,-1.394377,0.315952,-0.152163
20250714_182329_993597,go2_dataset_20250714_182313/images/20250714_182329_993597.png,4.332502,-1.394416,0.315971,-0.152456
20250714_182330_099879,go2_dataset_20250714_182313/images/20250714_182330_099879.png,4.332902,-1.394456,0.315974,-0.152404
20250714_182330_204452,go2_dataset_20250714_182313/images/20250714_182330_204452.png,4.333128,-1.394415,0.315967,-0.15212
