timestamp,image_path,pos_x,pos_y,pos_z,yaw
20250714_182800_650140,go2_dataset_20250714_182756/images/20250714_182800_650140.png,3.19439,2.584718,0.308453,2.637054
20250714_182800_756162,go2_dataset_20250714_182756/images/20250714_182800_756162.png,3.185963,2.58179,0.298527,2.891354
20250714_182800_862423,go2_dataset_20250714_182756/images/20250714_182800_862423.png,3.179111,2.581959,0.31081,3.117769
20250714_182800_969448,go2_dataset_20250714_182756/images/20250714_182800_969448.png,3.179111,2.581959,0.31081,3.117769
20250714_182801_076266,go2_dataset_20250714_182756/images/20250714_182801_076266.png,3.166597,2.590126,0.318963,-2.836793
20250714_182801_182383,go2_dataset_20250714_182756/images/20250714_182801_182383.png,3.166015,2.594882,0.316519,-2.723329
20250714_182801_288818,go2_dataset_20250714_182756/images/20250714_182801_288818.png,3.163197,2.595998,0.314102,-2.590568
20250714_182801_395425,go2_dataset_20250714_182756/images/20250714_182801_395425.png,3.162035,2.593428,0.313594,-2.553348
20250714_182801_501363,go2_dataset_20250714_182756/images/20250714_182801_501363.png,3.157444,2.564298,0.315391,-2.434057
20250714_182801_607881,go2_dataset_20250714_182756/images/20250714_182801_607881.png,3.150036,2.536516,0.313055,-2.342945
20250714_182801_709817,go2_dataset_20250714_182756/images/20250714_182801_709817.png,3.139723,2.505074,0.3059,-2.247905
20250714_182801_816172,go2_dataset_20250714_182756/images/20250714_182801_816172.png,3.122828,2.468225,0.310413,-2.172643
20250714_182801_922810,go2_dataset_20250714_182756/images/20250714_182801_922810.png,3.102854,2.434496,0.311209,-2.087998
20250714_182802_029096,go2_dataset_20250714_182756/images/20250714_182802_029096.png,3.078079,2.400009,0.311535,-1.987168
20250714_182802_135717,go2_dataset_20250714_182756/images/20250714_182802_135717.png,3.058285,2.371921,0.309963,-1.885716
20250714_182802_242452,go2_dataset_20250714_182756/images/20250714_182802_242452.png,3.03642,2.337655,0.307905,-1.761374
20250714_182802_349115,go2_dataset_20250714_182756/images/20250714_182802_349115.png,3.02853,2.314714,0.311099,-1.723831
20250714_182802_456170,go2_dataset_20250714_182756/images/20250714_182802_456170.png,3.026815,2.29085,0.31074,-1.706248
20250714_182802_562937,go2_dataset_20250714_182756/images/20250714_182802_562937.png,3.026729,2.263031,0.313473,-1.68904
20250714_182802_669459,go2_dataset_20250714_182756/images/20250714_182802_669459.png,3.024664,2.226951,0.310208,-1.677895
20250714_182802_775050,go2_dataset_20250714_182756/images/20250714_182802_775050.png,3.021072,2.17919,0.309309,-1.684212
20250714_182802_881315,go2_dataset_20250714_182756/images/20250714_182802_881315.png,3.017138,2.129116,0.304985,-1.685347
20250714_182802_987873,go2_dataset_20250714_182756/images/20250714_182802_987873.png,3.013999,2.097418,0.29895,-1.682772
20250714_182803_094284,go2_dataset_20250714_182756/images/20250714_182803_094284.png,2.996506,1.958196,0.299825,-1.657288
20250714_182803_200393,go2_dataset_20250714_182756/images/20250714_182803_200393.png,2.986345,1.873329,0.298794,-1.671207
20250714_182803_306673,go2_dataset_20250714_182756/images/20250714_182803_306673.png,2.974566,1.784707,0.300702,-1.685937
20250714_182803_412475,go2_dataset_20250714_182756/images/20250714_182803_412475.png,2.960346,1.687853,0.288179,-1.678547
20250714_182803_518603,go2_dataset_20250714_182756/images/20250714_182803_518603.png,2.942875,1.589694,0.300158,-1.645147
20250714_182803_625423,go2_dataset_20250714_182756/images/20250714_182803_625423.png,2.926036,1.500307,0.300881,-1.635179
20250714_182803_731956,go2_dataset_20250714_182756/images/20250714_182803_731956.png,2.907832,1.387567,0.301355,-1.655802
20250714_182803_838437,go2_dataset_20250714_182756/images/20250714_182803_838437.png,2.890782,1.281447,0.302352,-1.675874
20250714_182803_944627,go2_dataset_20250714_182756/images/20250714_182803_944627.png,2.865294,1.110342,0.297592,-1.648383
20250714_182804_051064,go2_dataset_20250714_182756/images/20250714_182804_051064.png,2.858938,1.055562,0.302992,-1.633698
20250714_182804_157402,go2_dataset_20250714_182756/images/20250714_182804_157402.png,2.841005,0.891949,0.300018,-1.633192
20250714_182804_264351,go2_dataset_20250714_182756/images/20250714_182804_264351.png,2.832612,0.782064,0.305764,-1.635352
20250714_182804_370489,go2_dataset_20250714_182756/images/20250714_182804_370489.png,2.824523,0.683177,0.298292,-1.582446
20250714_182804_476615,go2_dataset_20250714_182756/images/20250714_182804_476615.png,2.814553,0.583627,0.303243,-1.475543
20250714_182804_580335,go2_dataset_20250714_182756/images/20250714_182804_580335.png,2.816155,0.513478,0.307428,-1.405572
20250714_182804_686741,go2_dataset_20250714_182756/images/20250714_182804_686741.png,2.830023,0.453997,0.306167,-1.368497
20250714_182804_792874,go2_dataset_20250714_182756/images/20250714_182804_792874.png,2.862534,0.391981,0.312433,-1.347285
20250714_182804_899413,go2_dataset_20250714_182756/images/20250714_182804_899413.png,2.878212,0.373149,0.310915,-1.345773
20250714_182805_005549,go2_dataset_20250714_182756/images/20250714_182805_005549.png,2.922197,0.306244,0.311622,-1.300312
20250714_182805_111603,go2_dataset_20250714_182756/images/20250714_182805_111603.png,2.946507,0.245557,0.302763,-1.293004
20250714_182805_217802,go2_dataset_20250714_182756/images/20250714_182805_217802.png,2.962144,0.184748,0.308678,-1.309144
20250714_182805_324432,go2_dataset_20250714_182756/images/20250714_182805_324432.png,2.972113,0.120222,0.301673,-1.301913
20250714_182805_430682,go2_dataset_20250714_182756/images/20250714_182805_430682.png,2.975712,0.051969,0.304334,-1.268392
20250714_182805_536798,go2_dataset_20250714_182756/images/20250714_182805_536798.png,2.979505,-0.006504,0.304515,-1.254146
20250714_182805_643206,go2_dataset_20250714_182756/images/20250714_182805_643206.png,2.99082,-0.118385,0.301849,-1.281853
20250714_182805_749233,go2_dataset_20250714_182756/images/20250714_182805_749233.png,3.004908,-0.197766,0.297922,-1.298001
20250714_182805_855841,go2_dataset_20250714_182756/images/20250714_182805_855841.png,3.015545,-0.24126,0.291274,-1.297627
20250714_182805_961978,go2_dataset_20250714_182756/images/20250714_182805_961978.png,3.05309,-0.355646,0.303658,-1.251586
20250714_182806_068664,go2_dataset_20250714_182756/images/20250714_182806_068664.png,3.068544,-0.388405,0.303954,-1.234462
20250714_182806_175151,go2_dataset_20250714_182756/images/20250714_182806_175151.png,3.125501,-0.465343,0.306029,-1.191768
20250714_182806_281191,go2_dataset_20250714_182756/images/20250714_182806_281191.png,3.154979,-0.497923,0.30855,-1.18379
20250714_182806_387314,go2_dataset_20250714_182756/images/20250714_182806_387314.png,3.20017,-0.547865,0.311137,-1.14623
20250714_182806_493544,go2_dataset_20250714_182756/images/20250714_182806_493544.png,3.211192,-0.564858,0.310402,-1.132602
20250714_182806_599673,go2_dataset_20250714_182756/images/20250714_182806_599673.png,3.242774,-0.634563,0.309231,-1.122399
20250714_182806_706115,go2_dataset_20250714_182756/images/20250714_182806_706115.png,3.263252,-0.687571,0.306141,-1.123361
20250714_182806_812636,go2_dataset_20250714_182756/images/20250714_182806_812636.png,3.286029,-0.753502,0.299753,-1.107039
20250714_182806_919191,go2_dataset_20250714_182756/images/20250714_182806_919191.png,3.313319,-0.818567,0.30414,-1.086435
20250714_182807_021348,go2_dataset_20250714_182756/images/20250714_182807_021348.png,3.340771,-0.886323,0.297594,-1.083679
20250714_182807_127443,go2_dataset_20250714_182756/images/20250714_182807_127443.png,3.375842,-0.965495,0.302773,-1.100116
20250714_182807_234125,go2_dataset_20250714_182756/images/20250714_182807_234125.png,3.409711,-1.041744,0.297663,-1.066442
20250714_182807_340241,go2_dataset_20250714_182756/images/20250714_182807_340241.png,3.445287,-1.125238,0.29339,-0.98649
20250714_182807_446387,go2_dataset_20250714_182756/images/20250714_182807_446387.png,3.49871,-1.228595,0.301417,-0.914889
20250714_182807_552374,go2_dataset_20250714_182756/images/20250714_182807_552374.png,3.545145,-1.303085,0.303041,-0.88945
20250714_182807_658628,go2_dataset_20250714_182756/images/20250714_182807_658628.png,3.590992,-1.368412,0.305781,-0.838085
20250714_182807_764778,go2_dataset_20250714_182756/images/20250714_182807_764778.png,3.645452,-1.43384,0.294153,-0.732252
20250714_182807_871532,go2_dataset_20250714_182756/images/20250714_182807_871532.png,3.697223,-1.489217,0.304718,-0.591227
20250714_182807_978128,go2_dataset_20250714_182756/images/20250714_182807_978128.png,3.74708,-1.53168,0.30463,-0.45662
20250714_182808_084444,go2_dataset_20250714_182756/images/20250714_182808_084444.png,3.839224,-1.578787,0.310539,-0.289546
20250714_182808_191473,go2_dataset_20250714_182756/images/20250714_182808_191473.png,3.889885,-1.601018,0.308807,-0.192219
20250714_182808_297702,go2_dataset_20250714_182756/images/20250714_182808_297702.png,3.92607,-1.620404,0.31431,-0.140338
20250714_182808_404210,go2_dataset_20250714_182756/images/20250714_182808_404210.png,3.944862,-1.628192,0.317075,-0.123329
20250714_182808_510434,go2_dataset_20250714_182756/images/20250714_182808_510434.png,3.947442,-1.629158,0.317934,-0.121752
20250714_182808_616628,go2_dataset_20250714_182756/images/20250714_182808_616628.png,3.945616,-1.623747,0.31644,-0.134201
20250714_182808_721085,go2_dataset_20250714_182756/images/20250714_182808_721085.png,3.933691,-1.611631,0.313541,-0.147581
20250714_182808_827357,go2_dataset_20250714_182756/images/20250714_182808_827357.png,3.92342,-1.601532,0.314054,-0.144182
20250714_182808_930458,go2_dataset_20250714_182756/images/20250714_182808_930458.png,3.916363,-1.597663,0.314157,-0.135439
20250714_182809_036739,go2_dataset_20250714_182756/images/20250714_182809_036739.png,3.912068,-1.596023,0.315997,-0.132713
20250714_182809_143479,go2_dataset_20250714_182756/images/20250714_182809_143479.png,3.911776,-1.596125,0.316012,-0.13265
20250714_182809_249719,go2_dataset_20250714_182756/images/20250714_182809_249719.png,3.913011,-1.595892,0.315959,-0.131723
20250714_182809_356098,go2_dataset_20250714_182756/images/20250714_182809_356098.png,3.913572,-1.596117,0.315932,-0.131002
20250714_182809_462840,go2_dataset_20250714_182756/images/20250714_182809_462840.png,3.913729,-1.596029,0.31596,-0.131345
20250714_182809_567811,go2_dataset_20250714_182756/images/20250714_182809_567811.png,3.913653,-1.595894,0.315957,-0.131377
20250714_182809_674126,go2_dataset_20250714_182756/images/20250714_182809_674126.png,3.913885,-1.595935,0.315971,-0.131641
20250714_182809_780136,go2_dataset_20250714_182756/images/20250714_182809_780136.png,3.914453,-1.595821,0.315958,-0.131386
20250714_182809_882730,go2_dataset_20250714_182756/images/20250714_182809_882730.png,3.915003,-1.595759,0.315962,-0.131234
20250714_182809_989588,go2_dataset_20250714_182756/images/20250714_182809_989588.png,3.915821,-1.595682,0.315957,-0.131416
20250714_182810_096174,go2_dataset_20250714_182756/images/20250714_182810_096174.png,3.916454,-1.595688,0.315969,-0.131129
20250714_182810_202542,go2_dataset_20250714_182756/images/20250714_182810_202542.png,3.91713,-1.595729,0.315969,-0.130983
20250714_182810_308377,go2_dataset_20250714_182756/images/20250714_182810_308377.png,3.917676,-1.595688,0.315986,-0.130702
20250714_182810_415130,go2_dataset_20250714_182756/images/20250714_182810_415130.png,3.918211,-1.595774,0.31598,-0.130699
20250714_182810_521955,go2_dataset_20250714_182756/images/20250714_182810_521955.png,3.918684,-1.595726,0.315961,-0.130494
