timestamp,image_path,pos_x,pos_y,pos_z,yaw
20250714_182718_951165,go2_dataset_20250714_182715/images/20250714_182718_951165.png,3.260279,1.74425,0.31896,-0.270544
20250714_182719_058377,go2_dataset_20250714_182715/images/20250714_182719_058377.png,3.26045,1.744256,0.31897,-0.270681
20250714_182719_162444,go2_dataset_20250714_182715/images/20250714_182719_162444.png,3.260581,1.744236,0.318965,-0.270638
20250714_182719_266089,go2_dataset_20250714_182715/images/20250714_182719_266089.png,3.260787,1.744283,0.318969,-0.270546
20250714_182719_372961,go2_dataset_20250714_182715/images/20250714_182719_372961.png,3.260982,1.744328,0.318971,-0.270483
20250714_182719_479677,go2_dataset_20250714_182715/images/20250714_182719_479677.png,3.261178,1.744336,0.318966,-0.270409
20250714_182719_586198,go2_dataset_20250714_182715/images/20250714_182719_586198.png,3.261462,1.744337,0.318964,-0.270594
20250714_182719_692874,go2_dataset_20250714_182715/images/20250714_182719_692874.png,3.261661,1.744335,0.31896,-0.270481
20250714_182719_799119,go2_dataset_20250714_182715/images/20250714_182719_799119.png,3.261741,1.744385,0.318947,-0.270359
20250714_182719_905662,go2_dataset_20250714_182715/images/20250714_182719_905662.png,3.261955,1.744563,0.318943,-0.270189
20250714_182720_011869,go2_dataset_20250714_182715/images/20250714_182720_011869.png,3.262131,1.744577,0.318949,-0.270267
20250714_182720_118228,go2_dataset_20250714_182715/images/20250714_182720_118228.png,3.263602,1.744847,0.31871,-0.275714
20250714_182720_225021,go2_dataset_20250714_182715/images/20250714_182720_225021.png,3.268333,1.747813,0.320685,-0.311034
20250714_182720_331217,go2_dataset_20250714_182715/images/20250714_182720_331217.png,3.276984,1.752847,0.321415,-0.405209
20250714_182720_437304,go2_dataset_20250714_182715/images/20250714_182720_437304.png,3.283644,1.759228,0.31233,-0.655686
20250714_182720_540718,go2_dataset_20250714_182715/images/20250714_182720_540718.png,3.2791,1.762072,0.305364,-0.85145
20250714_182720_644962,go2_dataset_20250714_182715/images/20250714_182720_644962.png,3.271744,1.763291,0.313616,-1.048044
20250714_182720_751538,go2_dataset_20250714_182715/images/20250714_182720_751538.png,3.260511,1.764624,0.317228,-1.284306
20250714_182720_858148,go2_dataset_20250714_182715/images/20250714_182720_858148.png,3.245036,1.762895,0.313825,-1.553071
20250714_182720_978148,go2_dataset_20250714_182715/images/20250714_182720_978148.png,3.238676,1.760586,0.307763,-1.679969
20250714_182721_084311,go2_dataset_20250714_182715/images/20250714_182721_084311.png,3.221215,1.743521,0.302993,-1.96945
20250714_182721_190569,go2_dataset_20250714_182715/images/20250714_182721_190569.png,3.208858,1.709499,0.308272,-2.025705
20250714_182721_297125,go2_dataset_20250714_182715/images/20250714_182721_297125.png,3.191515,1.672249,0.309019,-2.039313
20250714_182721_403688,go2_dataset_20250714_182715/images/20250714_182721_403688.png,3.17363,1.62874,0.304579,-2.043072
20250714_182721_509898,go2_dataset_20250714_182715/images/20250714_182721_509898.png,3.147977,1.571592,0.29709,-2.030443
20250714_182721_616368,go2_dataset_20250714_182715/images/20250714_182721_616368.png,3.120534,1.512227,0.299228,-2.010079
20250714_182721_722437,go2_dataset_20250714_182715/images/20250714_182721_722437.png,3.089578,1.445474,0.292858,-2.008512
20250714_182721_829087,go2_dataset_20250714_182715/images/20250714_182721_829087.png,3.052613,1.362478,0.298872,-2.027658
20250714_182721_935568,go2_dataset_20250714_182715/images/20250714_182721_935568.png,2.999701,1.241989,0.290123,-2.025427
20250714_182722_038425,go2_dataset_20250714_182715/images/20250714_182722_038425.png,2.976504,1.196223,0.293824,-2.005284
20250714_182722_143604,go2_dataset_20250714_182715/images/20250714_182722_143604.png,2.935929,1.10721,0.30177,-1.978604
20250714_182722_250350,go2_dataset_20250714_182715/images/20250714_182722_250350.png,2.867505,0.962884,0.297567,-1.987108
20250714_182722_356865,go2_dataset_20250714_182715/images/20250714_182722_356865.png,2.817349,0.861493,0.303479,-2.004425
20250714_182722_463278,go2_dataset_20250714_182715/images/20250714_182722_463278.png,2.771557,0.765312,0.29249,-1.953518
20250714_182722_569898,go2_dataset_20250714_182715/images/20250714_182722_569898.png,2.73109,0.678102,0.302697,-1.828745
20250714_182722_676071,go2_dataset_20250714_182715/images/20250714_182722_676071.png,2.706494,0.609435,0.306826,-1.7128
20250714_182722_782462,go2_dataset_20250714_182715/images/20250714_182722_782462.png,2.69167,0.53623,0.306426,-1.673289
20250714_182722_888783,go2_dataset_20250714_182715/images/20250714_182722_888783.png,2.684184,0.456826,0.310792,-1.680234
20250714_182722_994967,go2_dataset_20250714_182715/images/20250714_182722_994967.png,2.688414,0.406411,0.314228,-1.644366
20250714_182723_101116,go2_dataset_20250714_182715/images/20250714_182723_101116.png,2.690823,0.382119,0.314378,-1.631567
20250714_182723_207804,go2_dataset_20250714_182715/images/20250714_182723_207804.png,2.702468,0.306454,0.309939,-1.614189
20250714_182723_314176,go2_dataset_20250714_182715/images/20250714_182723_314176.png,2.70429,0.260046,0.313487,-1.592564
20250714_182723_417017,go2_dataset_20250714_182715/images/20250714_182723_417017.png,2.703521,0.218368,0.312061,-1.564644
20250714_182723_523903,go2_dataset_20250714_182715/images/20250714_182723_523903.png,2.699485,0.178428,0.31555,-1.542442
20250714_182723_630204,go2_dataset_20250714_182715/images/20250714_182723_630204.png,2.696568,0.144156,0.315454,-1.531022
20250714_182723_736182,go2_dataset_20250714_182715/images/20250714_182723_736182.png,2.693,0.086948,0.31618,-1.525938
20250714_182723_842536,go2_dataset_20250714_182715/images/20250714_182723_842536.png,2.693901,0.04933,0.316491,-1.494606
20250714_182723_948775,go2_dataset_20250714_182715/images/20250714_182723_948775.png,2.695843,0.002383,0.316664,-1.428101
20250714_182724_055705,go2_dataset_20250714_182715/images/20250714_182724_055705.png,2.705076,-0.032036,0.312808,-1.348757
20250714_182724_161788,go2_dataset_20250714_182715/images/20250714_182724_161788.png,2.723002,-0.068391,0.309168,-1.265845
20250714_182724_265783,go2_dataset_20250714_182715/images/20250714_182724_265783.png,2.738362,-0.102458,0.313972,-1.232744
20250714_182724_372351,go2_dataset_20250714_182715/images/20250714_182724_372351.png,2.758633,-0.138483,0.312302,-1.22881
20250714_182724_479212,go2_dataset_20250714_182715/images/20250714_182724_479212.png,2.773675,-0.162596,0.312798,-1.221505
20250714_182724_583293,go2_dataset_20250714_182715/images/20250714_182724_583293.png,2.773675,-0.162596,0.312798,-1.221505
20250714_182724_688764,go2_dataset_20250714_182715/images/20250714_182724_688764.png,2.773675,-0.162596,0.312798,-1.221505
20250714_182724_795100,go2_dataset_20250714_182715/images/20250714_182724_795100.png,2.773675,-0.162596,0.312798,-1.221505
20250714_182724_901589,go2_dataset_20250714_182715/images/20250714_182724_901589.png,2.773675,-0.162596,0.312798,-1.221505
20250714_182725_007750,go2_dataset_20250714_182715/images/20250714_182725_007750.png,2.93461,-0.485294,0.296788,-1.188542
20250714_182725_112508,go2_dataset_20250714_182715/images/20250714_182725_112508.png,3.006836,-0.654353,0.296361,-1.168466
20250714_182725_219336,go2_dataset_20250714_182715/images/20250714_182725_219336.png,3.046828,-0.752645,0.302475,-1.195083
